sub_id,source,platform,n_trials,n_congruent,n_incongruent,congruent_accuracy,congruent_omission_rate,congruent_rt,incongruent_accuracy,incongruent_omission_rate,incongruent_rt,stroop_effect,lag1_autocorr,post_error_slowing_ms
s038,human,human,96,48,48,1.0,0.0,530.8125,0.9583333333333334,0.0,597.0869565217391,66.27445652173913,0.11408440266483741,91.27956989247309
s039,human,human,96,48,48,1.0,0.0,605.7083333333334,0.8958333333333334,0.020833333333333332,727.7441860465116,122.0358527131782,0.1371709582739636,27.674157303370748
s040,human,human,96,48,48,1.0,0.0,513.7708333333334,0.8958333333333334,0.0,780.3488372093024,266.578003875969,-0.05435417434996102,8.909340659340614
s041,human,human,96,48,48,1.0,0.0,697.8541666666666,1.0,0.0,785.9791666666666,88.125,0.011871596057053735,
s042,human,human,96,48,48,1.0,0.0,676.7083333333334,0.9583333333333334,0.020833333333333332,791.7391304347826,115.03079710144925,-0.028683689489189815,-63.880434782608745
s043,human,human,96,48,48,0.9166666666666666,0.041666666666666664,750.8636363636364,0.875,0.041666666666666664,876.5952380952381,125.7316017316017,-0.05555394628378287,-47.380487804878044
s044,human,human,96,48,48,0.9791666666666666,0.020833333333333332,876.5744680851063,0.8541666666666666,0.08333333333333333,992.5365853658536,115.9621172807473,0.1233667786492159,-69.35341365461841
s046,human,human,96,48,48,0.9791666666666666,0.0,646.8936170212766,0.9166666666666666,0.020833333333333332,802.0909090909091,155.19729206963257,0.06307430406927743,-84.39044943820227
s047,human,human,96,48,48,0.9375,0.0625,617.0,0.7708333333333334,0.0625,759.8918918918919,142.89189189189187,0.007557158897309478,24.337662337662323
s048,human,human,96,48,48,0.9583333333333334,0.041666666666666664,596.6521739130435,0.9375,0.0,639.5555555555555,42.903381642512045,0.07113034551901239,300.1590909090909
s049,human,human,96,48,48,0.9583333333333334,0.0,695.5652173913044,1.0,0.0,732.0625,36.49728260869563,0.09568910670390678,-106.04301075268813
s051,human,human,96,48,48,0.9791666666666666,0.0,643.3617021276596,0.8958333333333334,0.0,706.8372093023256,63.47550717466606,0.026921938113562558,-31.902621722846447
s052,human,human,96,48,48,1.0,0.0,605.5416666666666,0.9791666666666666,0.0,737.468085106383,131.92641843971637,-0.04773470020752911,366.6914893617021
s053,human,human,96,48,48,0.9791666666666666,0.0,633.9574468085107,0.9791666666666666,0.0,763.5744680851063,129.61702127659566,0.03664561966291853,223.3709677419355
s054,human,human,96,48,48,1.0,0.0,661.4791666666666,0.9375,0.0,786.5111111111111,125.03194444444443,-0.015732200963817125,-2.626811594202991
s055,human,human,96,48,48,0.9583333333333334,0.041666666666666664,629.8695652173913,0.9791666666666666,0.020833333333333332,682.063829787234,52.194264569842744,-0.11254666995498004,
s056,human,human,96,48,48,0.9791666666666666,0.0,625.5106382978723,0.9166666666666666,0.0,750.0681818181819,124.55754352030954,0.030452476528166666,156.4666666666667
s057,human,human,96,48,48,0.9583333333333334,0.0,637.7608695652174,0.8958333333333334,0.020833333333333332,765.7674418604652,128.0065722952478,0.004852809767352894,-159.4080459770115
s058,human,human,96,48,48,0.9791666666666666,0.0,595.6595744680851,0.9791666666666666,0.0,724.1063829787234,128.44680851063833,0.12689763106807703,208.81914893617022
s059,human,human,96,48,48,1.0,0.0,674.3125,0.9583333333333334,0.0,713.804347826087,39.491847826086996,-0.02859629847110112,130.4354838709677
s060,human,human,96,48,48,0.9791666666666666,0.0,510.63829787234044,0.9791666666666666,0.0,550.6595744680851,40.021276595744666,0.03991588859410989,-105.63440860215053
s062,human,human,96,48,48,0.9791666666666666,0.0,703.936170212766,0.9791666666666666,0.0,895.8510638297872,191.91489361702122,0.16530326342634746,116.51075268817203
s063,human,human,96,48,48,0.9791666666666666,0.0,561.6382978723404,1.0,0.0,620.1666666666666,58.528368794326184,0.10134566492981216,-82.07446808510633
s064,human,human,96,48,48,0.9583333333333334,0.0,544.5,0.9791666666666666,0.0,773.2553191489362,228.75531914893622,0.04267475682175834,11.333333333333371
s065,human,human,96,48,48,0.9583333333333334,0.020833333333333332,793.5434782608696,0.6666666666666666,0.020833333333333332,997.46875,203.92527173913038,0.031190591906198724,46.20877192982459
s066,human,human,96,48,48,1.0,0.0,790.4166666666666,0.9583333333333334,0.0,1033.0434782608695,242.62681159420288,0.07195958742394966,-55.61827956989248
