sub_id,source,platform,n_trials,n_go,n_stop,go_accuracy,go_omission_rate,go_rt,go_rt_all_responses,mean_stop_failure_RT,stop_accuracy,max_SSD,mean_SSD,min_SSD,final_SSD,ssrt,lag1_autocorr,post_error_slowing_ms,stop_acc_in_band
s031,human,human,600,420,180,0.9619047619047619,0.011904761904761904,552.730198019802,552.4265060240964,506.25,0.4666666666666667,450.0,280.0,150.0,300.0,272.73019801980195,-0.004247991198210052,-2.6789729300903105,True
s032,human,human,600,420,180,0.9785714285714285,0.002380952380952381,599.2262773722628,597.4964200477327,465.5,0.4722222222222222,550.0,378.8888888888889,200.0,400.0,220.33738848337384,-0.05249633410991183,32.93705043040768,True
s033,human,human,600,420,180,0.9857142857142858,0.002380952380952381,778.2801932367149,779.073985680191,682.0,0.45,650.0,457.77777777777777,250.0,600.0,320.50241545893715,-0.07160517861399339,31.73122125702605,True
s034,human,human,600,420,180,0.9714285714285714,0.0,570.6838235294117,570.2690476190476,528.75,0.4722222222222222,500.0,287.22222222222223,100.0,300.0,283.4616013071895,-0.03972058323417259,19.895353696527593,True
s035,human,human,600,420,180,0.9809523809523809,0.0,566.007281553398,567.4880952380952,672.0,0.48333333333333334,500.0,286.1111111111111,0.0,400.0,279.8961704422869,-0.008514912077542625,-3.7414629258516925,True
s036,human,human,600,420,180,0.9,0.04523809523809524,549.574074074074,549.6109725685785,549.0,0.4722222222222222,400.0,241.11111111111111,0.0,200.0,308.46296296296293,-0.0160231595978399,-6.975220349466554,True
s037,human,human,600,420,180,0.9142857142857143,0.023809523809523808,600.5703125,597.6756097560975,666.0,0.4666666666666667,500.0,337.22222222222223,100.0,300.0,263.34809027777777,-0.012931739552829863,33.97659402744148,True
s038,human,human,600,420,180,0.9666666666666667,0.0,481.2733990147783,480.4047619047619,400.5,0.49444444444444446,350.0,225.55555555555554,50.0,200.0,255.71784345922276,0.008856009752017594,17.11349527665317,True
s039,human,human,600,420,180,0.9261904761904762,0.0,516.4627249357327,512.8190476190476,447.6,0.4777777777777778,350.0,194.44444444444446,50.0,100.0,322.01828049128824,-0.0020810695588876385,-0.9399662447257242,True
s040,human,human,600,420,180,0.9761904761904762,0.002380952380952381,587.4170731707317,588.4701670644391,583.0,0.4777777777777778,500.0,330.55555555555554,200.0,300.0,256.8615176151761,-0.03668103871655612,25.029460319956,True
s041,human,human,600,420,180,0.9785714285714285,0.011904761904761904,528.3503649635037,527.6939759036145,,0.5055555555555555,600.0,261.1111111111111,100.0,300.0,267.2392538523926,-0.017338340856311165,12.347446236559108,True
s042,human,human,600,420,180,0.9404761904761905,0.002380952380952381,538.2607594936709,536.1933174224343,453.625,0.46111111111111114,400.0,232.77777777777777,50.0,200.0,305.4829817158931,-0.11451085053756123,51.56451781970651,True
s043,human,human,600,420,180,0.9095238095238095,0.08571428571428572,694.8560209424083,697.1666666666666,511.0,0.4444444444444444,850.0,433.8888888888889,150.0,400.0,260.96713205351944,0.005090070833060848,10.51405918906687,True
s044,human,human,600,420,180,0.9738095238095238,0.009523809523809525,680.9144254278729,678.5721153846154,467.0,0.48333333333333334,700.0,387.77777777777777,200.0,400.0,293.1366476500951,-0.03006357471625161,29.40209775967412,True
s046,human,human,600,420,180,0.9452380952380952,0.0,607.3828715365239,610.9285714285714,608.0,0.49444444444444446,550.0,263.8888888888889,0.0,200.0,343.493982647635,-0.08480873475132483,41.6096400795804,True
s047,human,human,600,420,180,0.8738095238095238,0.03333333333333333,624.141689373297,628.3866995073892,597.375,0.45,550.0,341.1111111111111,150.0,400.0,283.03057826218594,0.029402756169978155,-17.419959698077093,True
s048,human,human,600,420,180,0.9571428571428572,0.0,436.57960199004975,435.002380952381,411.0,0.4888888888888889,350.0,201.66666666666666,0.0,200.0,234.9129353233831,-0.06661134202099418,46.53082357315486,True
s049,human,human,600,420,180,0.9261904761904762,0.004761904761904762,564.7866323907455,565.2511961722488,585.0,0.4722222222222222,500.0,323.8888888888889,50.0,400.0,240.89774350185655,-0.058775471311903034,-0.20836778283040758,True
s051,human,human,600,420,180,0.9142857142857143,0.07380952380952381,662.7447916666666,663.107969151671,596.6666666666666,0.45,800.0,400.8333333333333,0.0,600.0,261.9114583333333,0.03544265898564391,36.79944309581606,True
s052,human,human,600,420,180,0.9857142857142858,0.004761904761904762,641.1038647342995,642.5215311004785,,0.49444444444444446,550.0,350.0,150.0,200.0,291.10386473429946,0.007648323011346365,4.332105263157928,True
s053,human,human,600,420,180,0.9785714285714285,0.0,593.2822384428224,595.5380952380953,579.6666666666666,0.4722222222222222,400.0,291.1111111111111,150.0,300.0,302.1711273317113,0.020974697340918735,-23.14716394716396,True
s054,human,human,600,420,180,0.8380952380952381,0.09523809523809523,509.1448863636364,510.44736842105266,492.2,0.5166666666666667,550.0,132.77777777777777,0.0,400.0,376.3671085858586,0.09634332957216575,-6.674789877580849,True
s055,human,human,600,420,180,0.9809523809523809,0.007142857142857143,684.5752427184466,683.242206235012,341.3333333333333,0.46111111111111114,650.0,410.55555555555554,200.0,400.0,274.01968716289105,-0.015651058310801533,20.30172517071992,True
s056,human,human,600,420,180,0.9714285714285714,0.002380952380952381,688.2279411764706,685.5990453460621,753.75,0.46111111111111114,550.0,387.22222222222223,50.0,500.0,301.0057189542484,-0.04936016027947914,19.568563962735766,True
s057,human,human,600,420,180,0.9333333333333333,0.0,475.01275510204084,473.6666666666667,478.61538461538464,0.9277777777777778,250.0,8.333333333333334,0.0,0.0,466.6794217687075,0.07432629526255967,-3.151105865897364,False
s058,human,human,600,420,180,0.9785714285714285,0.0,510.0243309002433,510.01428571428573,419.0,0.4722222222222222,400.0,242.77777777777777,50.0,400.0,267.2465531224655,-0.03914294227760495,34.6693861693862,True
s059,human,human,600,420,180,0.9595238095238096,0.0,533.2208436724566,531.3452380952381,522.0,0.4888888888888889,350.0,216.66666666666666,100.0,200.0,316.55417700578994,-0.028899826547852368,12.703351432316026,True
s060,human,human,600,420,180,0.9809523809523809,0.002380952380952381,579.0922330097087,579.9880668257756,637.5,0.4777777777777778,450.0,321.6666666666667,50.0,400.0,257.425566343042,-0.012715249224061042,7.903722334003987,True
s062,human,human,600,420,180,0.9238095238095239,0.004761904761904762,572.1572164948453,573.2105263157895,503.0,0.48333333333333334,500.0,326.1111111111111,200.0,300.0,246.04610538373424,-0.07087030786536118,37.23270635248724,True
s063,human,human,600,420,180,0.9642857142857143,0.002380952380952381,563.6543209876543,565.236276849642,629.5,0.4777777777777778,400.0,258.8888888888889,50.0,300.0,304.76543209876536,0.012751750520735135,5.773403771870051,True
s064,human,human,600,420,180,0.9523809523809523,0.016666666666666666,641.935,642.4430992736078,,0.49444444444444446,650.0,385.0,150.0,300.0,256.93499999999995,-0.02285885499407486,18.454699270837523,True
s065,human,human,600,420,180,0.7309523809523809,0.06190476190476191,552.7817589576547,542.8604060913706,491.375,0.4166666666666667,600.0,249.44444444444446,0.0,300.0,303.33731451321023,-0.03949429251186674,9.120790020790025,True
s066,human,human,600,420,180,0.95,0.016666666666666666,667.2305764411028,672.5375302663439,605.75,0.5166666666666667,550.0,271.6666666666667,0.0,200.0,395.5639097744361,-0.0086802796573785,15.420659385526278,True
s067,human,human,600,420,180,0.9452380952380952,0.002380952380952381,554.8312342569269,552.2100238663485,536.2,0.9722222222222222,250.0,8.333333333333334,0.0,0.0,546.4979009235935,0.04044684203818366,33.57641325536065,False
s068,human,human,600,420,180,0.9476190476190476,0.002380952380952381,542.5477386934673,547.3699284009547,561.0,0.4888888888888889,500.0,300.55555555555554,100.0,200.0,241.99218313791175,0.06072376796815749,-38.71078792341683,True
s069,human,human,600,420,180,0.8142857142857143,0.12857142857142856,775.2046783625731,782.9234972677596,936.0909090909091,0.5,850.0,326.3888888888889,0.0,50.0,448.81578947368416,0.0986719437647473,5.94289044289053,True
s070,human,human,600,420,180,0.8904761904761904,0.004761904761904762,542.4064171122994,539.9497607655502,514.9,0.45555555555555555,550.0,236.66666666666666,0.0,200.0,305.7397504456328,-0.004566642711375645,14.470329670329647,True
s071,human,human,600,420,180,0.9428571428571428,0.009523809523809525,671.9570707070707,673.2980769230769,559.0,0.4888888888888889,600.0,337.22222222222223,100.0,400.0,334.73484848484844,0.012862573690675557,-2.3185207277065274,True
s073,human,human,600,420,180,0.9452380952380952,0.002380952380952381,604.9571788413098,609.4630071599046,,0.49444444444444446,450.0,281.1111111111111,100.0,400.0,323.8460677301987,8.468069160376948e-05,14.496023564064842,True
s074,human,human,600,420,180,0.9761904761904762,0.0,550.0048780487805,549.0595238095239,485.8,0.4722222222222222,400.0,287.22222222222223,150.0,300.0,262.78265582655825,-0.019650559474106596,8.297185270869477,True
s075,human,human,600,420,180,0.9714285714285714,0.002380952380952381,588.2107843137255,589.417661097852,,0.5,550.0,325.0,150.0,300.0,263.2107843137255,-0.014602046391687763,-12.772037687639681,True
s076,human,human,600,420,180,0.8285714285714286,0.07380952380952381,594.1465517241379,597.9408740359897,661.0909090909091,0.4444444444444444,850.0,345.0,0.0,450.0,249.1465517241379,0.006221653037672459,-19.854136579327417,True
s077,human,human,600,420,180,0.9071428571428571,0.030952380952380953,682.3674540682415,689.0737100737101,689.0,0.5055555555555555,750.0,343.8888888888889,0.0,300.0,338.4785651793526,0.004177515960321223,-2.249807618314776,True
s078,human,human,600,420,180,0.9761904761904762,0.002380952380952381,543.609756097561,543.436754176611,521.6,0.8944444444444445,600.0,70.0,0.0,0.0,473.609756097561,-0.0197514798526905,31.898129550589942,False
s079,human,human,600,420,180,0.6571428571428571,0.2119047619047619,619.4021739130435,623.0725075528701,652.695652173913,0.4444444444444444,700.0,233.05555555555554,0.0,500.0,386.34661835748796,0.026555094311103422,-30.420327700972848,True
s080,human,human,600,420,180,0.9761904761904762,0.009523809523809525,558.0585365853658,558.2524038461538,447.5,0.5166666666666667,350.0,166.11111111111111,0.0,150.0,391.9474254742547,0.04199211249005741,-18.065457000958418,True
s081,human,human,600,420,180,0.9880952380952381,0.007142857142857143,567.0192771084337,567.5275779376499,445.0,0.48333333333333334,450.0,298.3333333333333,50.0,300.0,268.6859437751004,0.01208255543540739,17.488226590572822,True
s082,human,human,600,420,180,0.9857142857142858,0.0,549.1497584541063,550.2761904761904,484.0,0.4777777777777778,500.0,319.44444444444446,200.0,300.0,229.70531400966183,-0.015582772257664804,17.45615230460919,True
s083,human,human,600,420,180,0.8976190476190476,0.009523809523809525,619.2785145888594,620.9735576923077,432.0,0.4722222222222222,450.0,307.77777777777777,200.0,300.0,311.5007368110816,-0.0016400567279646668,17.606445152181777,True
s084,human,human,600,420,180,0.8642857142857143,0.007142857142857143,489.8484848484849,487.27098321342925,518.7777777777778,0.5611111111111111,300.0,138.33333333333334,0.0,300.0,351.5151515151515,0.08998988412018724,-16.40320366132721,True
s085,human,human,600,420,180,0.9880952380952381,0.007142857142857143,704.7180722891567,703.7194244604317,,0.4666666666666667,750.0,477.77777777777777,250.0,500.0,226.9402945113789,-0.024860759235394464,20.02074326571335,True
s086,human,human,600,420,180,0.9333333333333333,0.007142857142857143,667.9132653061224,670.5539568345324,609.875,0.46111111111111114,600.0,376.6666666666667,0.0,400.0,291.2465986394557,0.02870148772360242,13.64539851519828,True
s087,human,human,600,420,180,0.9880952380952381,0.0,738.655421686747,738.8690476190476,786.0,0.4722222222222222,700.0,438.8888888888889,200.0,400.0,299.7665327978581,-0.028229525686834095,39.855131313131324,True
s088,human,human,600,420,180,1.0,0.0,698.6428571428571,698.6428571428571,,0.4777777777777778,700.0,454.44444444444446,200.0,600.0,244.19841269841265,0.054043945524330214,-23.809079418580154,True
s089,human,human,600,420,180,0.930952380952381,0.011904761904761904,662.1687979539641,661.5156626506024,685.5714285714286,0.46111111111111114,550.0,324.44444444444446,50.0,300.0,337.7243535095197,0.005290235327383845,-3.5421819474057656,True
s090,human,human,600,420,180,0.9761904761904762,0.0,547.4536585365854,549.2952380952381,463.8,0.48333333333333334,550.0,252.22222222222223,0.0,300.0,295.2314363143632,-0.0011727656959068234,-4.394652364547483,True
s091,human,human,600,420,180,0.9857142857142858,0.0,574.8768115942029,572.9428571428572,,0.4888888888888889,750.0,377.22222222222223,150.0,400.0,197.65458937198065,0.03534764377596772,-27.780072508045123,True
s092,human,human,600,420,180,0.9619047619047619,0.007142857142857143,522.1831683168317,526.1318944844124,,0.5,500.0,276.6666666666667,150.0,300.0,245.51650165016503,-0.030613421630170168,8.519428137853936,True
s093,human,human,600,420,180,0.9738095238095238,0.007142857142857143,536.9119804400978,537.2230215827338,469.5,0.48333333333333334,400.0,230.55555555555554,0.0,400.0,306.3564248845422,-0.03674910673042659,-19.623279401110835,True
s094,human,human,600,420,180,0.9547619047619048,0.0,455.44389027431424,455.03333333333336,446.0,0.49444444444444446,350.0,228.33333333333334,50.0,300.0,227.1105569409809,-0.05719353863980962,31.72693809258226,True
s095,human,human,600,420,180,0.9595238095238096,0.009523809523809525,682.6029776674937,683.3365384615385,655.0,0.4777777777777778,500.0,300.55555555555554,150.0,400.0,382.0474221119382,0.024075889856021777,-34.850885041820675,True
s096,human,human,600,420,180,0.9928571428571429,0.0,657.0383693045563,658.8166666666667,551.0,0.4722222222222222,550.0,392.77777777777777,200.0,500.0,264.26059152677857,0.003686805127018167,17.952218012953722,True
s097,human,human,600,420,180,0.9809523809523809,0.0,590.6650485436893,589.1119047619047,466.0,0.4777777777777778,500.0,308.8888888888889,150.0,300.0,281.7761596548004,-0.014914554649137747,22.030299443721162,True
s098,human,human,600,420,180,0.7238095238095238,0.06666666666666667,667.6776315789474,673.0612244897959,710.1333333333333,0.42777777777777776,500.0,272.22222222222223,0.0,300.0,395.45540935672517,0.0376697703907671,3.9468613578202394,True
s099,human,human,600,420,180,0.9571428571428572,0.0,552.8830845771145,555.4071428571428,521.4,0.4722222222222222,500.0,303.8888888888889,150.0,300.0,248.99419568822555,0.041733646004655685,-14.045995848355744,True
s100,human,human,600,420,180,0.9285714285714286,0.002380952380952381,662.7589743589743,665.9546539379475,728.3333333333334,0.4666666666666667,500.0,307.22222222222223,150.0,300.0,355.5367521367521,0.0059976891689342195,27.161779661016908,True
s101,human,human,600,420,180,0.9880952380952381,0.002380952380952381,639.0987951807228,640.0214797136039,,0.4888888888888889,650.0,387.22222222222223,50.0,400.0,251.87657295850062,-0.020268639391086703,-6.080651197604766,True
s102,human,human,600,420,180,0.9595238095238096,0.009523809523809525,553.3424317617867,553.2908653846154,585.0,0.48333333333333334,450.0,218.33333333333334,0.0,100.0,335.0090984284533,-0.02112344020287924,-1.598883009994097,True
s103,human,human,600,420,180,0.9714285714285714,0.0,583.9950980392157,585.2761904761904,469.3333333333333,0.46111111111111114,600.0,295.55555555555554,100.0,300.0,288.43954248366015,-0.00010498987870920125,-1.2580415652499823,True
s105,human,human,600,420,180,0.930952380952381,0.007142857142857143,532.6777493606138,531.705035971223,457.0,0.49444444444444446,600.0,273.8888888888889,0.0,300.0,258.7888604717249,-0.00904696473810665,15.378743805214413,True
s106,human,human,600,420,180,0.8785714285714286,0.0,543.7235772357724,545.7833333333333,491.53846153846155,0.4222222222222222,500.0,302.77777777777777,150.0,300.0,240.9457994579946,-0.06838988519632407,19.587082243533814,True
s107,human,human,600,420,180,0.9666666666666667,0.007142857142857143,603.4901477832512,601.7673860911272,835.0,0.48333333333333334,500.0,317.77777777777777,150.0,400.0,285.7123700054735,0.017253959420054747,-5.031468391837393,True
s108,human,human,600,420,180,0.9904761904761905,0.002380952380952381,672.0048076923077,670.8424821002386,492.0,0.48333333333333334,850.0,393.8888888888889,100.0,400.0,278.1159188034188,-0.0058816155923443235,-11.24360889774232,True
s109,human,human,600,420,180,0.8333333333333334,0.0880952380952381,637.6457142857142,638.8041775456919,561.6666666666666,0.46111111111111114,850.0,296.6666666666667,0.0,200.0,340.97904761904755,-0.0002531026022809071,-0.8839342188488217,True
s110,human,human,600,420,180,0.8642857142857143,0.04285714285714286,421.1873278236915,419.3407960199005,426.8888888888889,0.9111111111111111,350.0,21.944444444444443,0.0,0.0,399.242883379247,0.0584600284827221,26.549145299145323,False
s111,human,human,600,420,180,0.9333333333333333,0.009523809523809525,597.5663265306123,599.0697115384615,439.5,0.4777777777777778,500.0,293.3333333333333,100.0,400.0,304.232993197279,-0.003451529866222393,4.009196148436672,True
s112,human,human,600,420,180,0.9738095238095238,0.0,537.3789731051345,538.7047619047619,477.0,0.48333333333333334,450.0,316.1111111111111,150.0,300.0,221.2678619940234,-0.09453156766350994,64.33240093240096,True
s113,human,human,600,420,180,0.9761904761904762,0.0,548.2,547.6809523809524,469.0,0.49444444444444446,400.0,240.0,50.0,200.0,308.20000000000005,0.06838003502854667,-29.709213089983734,True
s114,human,human,600,420,180,0.9833333333333333,0.0,555.4624697336561,555.4666666666667,509.6666666666667,0.48333333333333334,400.0,273.3333333333333,100.0,300.0,282.1291364003228,0.0018170083421946905,9.629839679358724,True
s115,human,human,600,420,180,0.8523809523809524,0.0,455.24301675977654,448.2452380952381,425.44444444444446,0.4666666666666667,300.0,158.33333333333334,0.0,200.0,296.90968342644317,0.048101581333036034,-19.74428083469678,True
s116,human,human,600,420,180,0.9357142857142857,0.0,528.1348600508906,527.4095238095238,527.4,0.7722222222222223,450.0,69.44444444444444,0.0,0.0,458.6904156064461,0.08100512163719467,-42.79295446992353,False
s117,human,human,600,420,180,0.9238095238095239,0.01904761904761905,536.9020618556701,537.2815533980582,553.0,0.4722222222222222,450.0,224.72222222222223,0.0,400.0,312.1798396334479,0.017090838982916936,-50.44920721705853,True
s118,human,human,600,420,180,0.8714285714285714,0.0380952380952381,670.9508196721312,676.3886138613861,570.0,0.45,550.0,291.94444444444446,0.0,200.0,379.0063752276867,-0.043731501163717074,45.905166141159384,True
s119,human,human,600,420,180,0.9238095238095239,0.01904761904761905,625.9896907216495,627.1844660194175,584.375,0.4444444444444444,500.0,338.3333333333333,150.0,200.0,287.65635738831617,-0.030775820474333273,52.90248380129594,True
s120,human,human,600,420,180,0.85,0.0,536.8655462184873,532.4547619047619,567.1111111111111,0.46111111111111114,350.0,147.22222222222223,0.0,100.0,389.6433239962651,-0.014421163330635476,-9.555417381360769,True
s121,human,human,600,420,180,0.9095238095238095,0.004761904761904762,600.9764397905759,600.6722488038278,489.2857142857143,0.4888888888888889,450.0,224.16666666666666,0.0,300.0,376.8097731239093,0.0147183506718158,-12.086092603809163,True
s122,human,human,600,420,180,0.8952380952380953,0.002380952380952381,511.16223404255317,509.53221957040574,453.5,0.48333333333333334,400.0,223.33333333333334,50.0,300.0,287.82890070921985,-0.0016918114326880211,-4.663347763347758,True
